"","82-breast-1","82-brain-1","82-brain-2"
"CXCL16",9,65,188
"CXCL17",84,1400,2850
"CXCL2",0,1,0
"CXCL3",0,2,0
"CXCL5",0,0,0
"CXCL6",0,4,3
"CXCL9",0,0,0
"CXCR1",0,0,0
"CXCR2",0,0,0
"CXCR2P1",0,0,0
"CXCR3",0,0,0
"CXCR4",1,116,144
"CXCR5",0,0,0
"CXCR6",0,0,0
"CXCR7",0,116,187
"CXXC1",0,40,64
"CXXC11",0,0,0
"CXXC1P1",0,0,0
"CXXC4",0,14,11
"CXXC5",5,47,68
"CXorf1",0,0,0
"CXorf21",0,0,0
"CXorf22",0,0,0
"CXorf23",0,34,25
"CXorf26",3,177,146
"CXorf27",0,0,0
"CXorf28",0,0,0
"CXorf30",0,0,0
"CXorf31",0,0,0
"CXorf36",0,2,3
"CXorf38",0,5,8
"CXorf40A",2,29,79
"CXorf40B",2,60,98
"CXorf41",0,0,0
"CXorf48",0,0,0
"CXorf49",0,0,0
"CXorf49B",0,0,0
"CXorf51A",0,0,0
"CXorf51B",0,0,0
"CXorf56",0,52,59
"CXorf57",0,0,0
"CXorf58",0,0,0
"CXorf59",0,0,0
"CXorf61",0,0,0
"CXorf64",0,0,0
"CXorf65",0,0,0
"CXorf66",0,0,0
"CXorf68",0,0,0
"CXorf69",0,0,0
"CYB561",8,223,399
"CYB561D1",1,5,30
"CYB561D2",4,150,199
"CYB5A",10,315,428
"CYB5B",4,145,201
"CYB5D1",0,22,49
"CYB5D2",1,25,63
"CYB5R1",20,240,529
"CYB5R2",0,15,20
"CYB5R3",9,150,277
"CYB5R4",1,36,43
"CYB5RL",0,17,25
"CYBA",0,0,0
"CYBASC3",9,112,284
"CYBB",0,0,0
"CYBRD1",0,36,66
"CYC1",4,97,157
"CYCS",20,1063,1155
"CYCSP52",0,1,2
"CYFIP1",13,265,536
"CYFIP2",0,0,0
"CYGB",0,0,0
"CYHR1",4,89,126
"CYLC1",0,0,0
"CYLC2",0,0,1
"CYLD",0,22,45
"CYMP",0,0,0
"CYP11A1",0,0,0
"CYP11B1",0,0,0
"CYP11B2",0,0,0
"CYP17A1",0,0,0
"CYP19A1",0,0,0
"CYP1A1",0,0,4
"CYP1A2",0,0,0
"CYP1B1",0,3,10
"CYP1B1-AS1",0,0,0
"CYP20A1",0,106,131
"CYP21A1P",0,0,0
"CYP21A2",0,0,0
"CYP24A1",0,0,0
"CYP26A1",0,0,0
"CYP26B1",0,0,0
"CYP26C1",0,0,0
"CYP27A1",4,13,30
"CYP27B1",0,5,12
"CYP27C1",0,0,0
"CYP2A13",0,0,0
"CYP2A6",0,0,0
"CYP2A7",0,0,0
"CYP2B6",0,0,1
"CYP2B7P1",0,0,0
"CYP2C18",0,1,6
"CYP2C19",0,0,0
"CYP2C8",0,0,0
"CYP2C9",0,0,0
"CYP2D6",0,1,1
"CYP2D7P1",0,1,0
"CYP2E1",0,0,0
"CYP2F1",0,0,0
"CYP2G1P",0,0,1
"CYP2J2",9,184,295
"CYP2R1",0,8,13
"CYP2S1",0,0,0
"CYP2U1",0,0,1
"CYP2W1",0,0,0
"CYP39A1",0,1,1
"CYP3A4",0,0,0
"CYP3A43",0,0,0
"CYP3A5",7,45,86
"CYP3A7",0,0,0
"CYP3A7-CYP3AP1",0,0,0
"CYP46A1",0,0,0
"CYP4A11",0,0,1
"CYP4A22",0,0,0
"CYP4B1",9,108,188
"CYP4F11",2,15,35
"CYP4F12",0,8,31
"CYP4F2",0,0,1
"CYP4F22",0,0,0
"CYP4F24P",0,1,1
"CYP4F3",1,7,20
"CYP4F30P",0,0,0
"CYP4F35P",0,0,0
"CYP4F8",0,11,16
"CYP4V2",2,21,7
"CYP4X1",0,0,0
"CYP4Z1",1,2,5
"CYP4Z2P",0,8,15
"CYP51A1",26,325,667
"CYP7A1",0,0,0
"CYP7B1",0,0,0
"CYP8B1",0,2,1
"CYR61",0,15,24
"CYS1",0,0,0
"CYSLTR1",0,23,16
"CYSLTR2",0,0,0
"CYSTM1",6,83,113
"CYTH1",2,33,59
"CYTH2",7,196,250
"CYTH3",1,3,1
"CYTH4",0,0,0
"CYTIP",0,3,1
"CYTL1",0,1,0
"CYYR1",0,0,0
"D21S2088E",0,0,0
"D2HGDH",0,13,17
"D4S234E",0,0,0
"DAAM1",7,115,101
"DAAM2",0,0,0
"DAB1",0,0,0
"DAB2",0,47,47
"DAB2IP",0,9,3
"DACH1",0,8,15
"DACH2",0,0,0
"DACT1",0,0,0
"DACT2",0,0,2
"DACT3",0,0,0
"DAD1",30,594,681
"DAG1",1,18,35
"DAGLA",0,1,1
"DAGLB",2,88,205
"DAK",2,118,252
"DALRD3",2,43,86
"DANCR",0,46,40
"DAND5",0,3,2
"DAO",0,0,0
"DAOA",0,0,0
"DAOA-AS1",0,0,0
"DAP",7,85,141
"DAP3",7,324,401
"DAPK1",2,0,1
"DAPK2",1,1,1
"DAPK3",0,12,27
"DAPL1",1,14,28
"DAPP1",4,75,117
"DARC",0,0,0
"DARS",5,246,263
"DARS2",4,62,137
"DAXX",2,141,190
"DAZ1",0,0,0
"DAZ2",0,0,0
"DAZ3",0,0,0
"DAZ4",0,0,0
"DAZAP1",1,12,5
"DAZAP2",16,450,799
"DAZL",0,0,0
"DBC1",0,0,0
"DBF4",2,74,107
"DBF4B",0,5,1
"DBH",0,0,0
"DBI",11,1183,1547
"DBIL5P",0,0,0
"DBIL5P2",0,1,0
"DBN1",3,73,120
"DBNDD1",0,114,90
"DBNDD2",0,3,0
"DBNL",15,290,564
"DBP",1,6,5
"DBR1",0,41,51
"DBT",2,44,47
"DBX1",0,0,0
"DBX2",0,0,0
"DCAF10",0,60,88
"DCAF11",1,133,302
"DCAF12",8,70,161
"DCAF12L1",0,0,0
"DCAF12L2",0,0,0
"DCAF13",6,196,304
"DCAF15",0,4,3
"DCAF16",1,44,50
"DCAF17",1,10,24
"DCAF4",0,18,46
"DCAF4L1",0,0,0
"DCAF4L2",0,0,0
"DCAF5",1,111,175
"DCAF6",4,35,77
"DCAF7",3,83,166
"DCAF8",5,137,231
"DCAF8L1",0,0,0
"DCAF8L2",0,0,0
"DCAKD",1,39,43
"DCBLD1",0,1,5
"DCBLD2",0,10,12
"DCC",0,0,0
"DCD",0,0,3
"DCDC1",0,1,0
"DCDC2",0,1,0
"DCDC2B",0,0,3
"DCDC5",0,0,0
"DCHS1",0,1,0
"DCHS2",0,0,0
"DCK",2,32,51
"DCLK1",0,2,2
"DCLK2",0,0,0
"DCLK3",0,0,0
"DCLRE1A",0,15,19
"DCLRE1B",0,15,26
"DCLRE1C",2,56,71
"DCN",0,0,0
"DCP1A",0,89,88
"DCP1B",1,27,30
"DCP2",0,35,46
"DCPS",2,90,92
"DCST1",0,2,0
"DCST2",0,1,4
"DCT",0,0,0
"DCTD",3,67,121
"DCTN1",8,130,323
"DCTN2",5,148,221
"DCTN3",3,185,205
"DCTN4",2,69,98
"DCTN5",11,149,354
"DCTN6",5,148,146
"DCTPP1",4,123,224
"DCUN1D1",3,42,74
"DCUN1D2",0,7,31
"DCUN1D3",0,3,9
"DCUN1D4",0,32,48
"DCUN1D5",0,43,43
"DCX",0,2,1
"DCXR",12,741,844
"DDA1",5,64,70
"DDAH1",0,74,57
"DDAH2",16,394,399
"DDB1",13,261,473
"DDB2",0,14,32
"DDC",0,2,0
"DDHD1",0,8,10
"DDHD2",2,9,12
"DDI1",0,0,0
"DDI2",0,2,4
"DDIT3",1,49,65
"DDIT4",9,419,641
"DDIT4L",0,0,0
"DDN",0,0,0
"DDO",0,0,0
"DDOST",4,380,623
"DDR1",10,358,471
"DDR2",0,1,0
"DDRGK1",11,371,486
"DDT",0,0,0
"DDTL",0,1,3
"DDX1",14,284,402
"DDX10",1,59,62
"DDX11",0,17,19
"DDX11L1",0,0,0
"DDX11L10",0,0,0
"DDX11L2",0,1,1
"DDX11L9",0,0,0
"DDX12P",0,2,5
"DDX17",4,137,125
"DDX18",2,156,165
"DDX19A",5,54,103
"DDX19B",0,30,40
"DDX20",0,34,48
"DDX21",1,93,114
"DDX23",8,188,308
"DDX24",4,211,296
"DDX25",0,0,1
"DDX26B",0,0,0
"DDX27",11,174,229
"DDX28",1,22,95
"DDX31",0,33,45
"DDX39A",5,328,440
"DDX39B",0,0,0
"DDX3X",21,282,642
"DDX3Y",0,0,0
"DDX4",0,0,0
"DDX41",1,147,269
"DDX42",1,26,33
"DDX43",0,0,0
"DDX46",0,134,114
"DDX47",7,105,161
"DDX49",3,91,143
"DDX5",10,559,734
"DDX50",1,38,58
"DDX51",0,9,6
"DDX52",4,122,176
"DDX53",0,0,0
"DDX54",4,60,96
"DDX55",0,47,45
"DDX56",14,409,664
"DDX58",7,164,440
"DDX59",1,55,80
"DDX6",5,116,192
"DDX60",0,25,130
"DDX60L",1,18,107
"DEAF1",1,22,25
"DEC1",0,0,0
"DECR1",2,346,518
"DECR2",2,137,212
"DEDD",4,59,111
"DEDD2",1,45,73
"DEF6",1,8,12
"DEF8",4,60,115
"DEFA1",0,0,0
"DEFA10P",0,0,0
"DEFA1B",0,0,0
"DEFA3",0,0,0
"DEFA4",0,0,0
"DEFA5",0,0,0
"DEFA6",0,0,0
"DEFB1",0,3,2
"DEFB103A",0,0,0
"DEFB103B",0,0,0
"DEFB104A",0,0,0
"DEFB104B",0,0,0
"DEFB105A",0,0,0
"DEFB105B",0,0,0
"DEFB106A",0,0,0
"DEFB106B",0,0,0
"DEFB107A",0,0,0
"DEFB107B",0,0,0
"DEFB108B",0,0,0
"DEFB109P1",0,0,0
"DEFB109P1B",0,0,0
"DEFB110",0,0,0
"DEFB112",0,0,0
"DEFB113",0,0,0
"DEFB114",0,0,0
"DEFB115",0,0,0
"DEFB116",0,0,0
"DEFB118",0,0,0
"DEFB119",0,0,0
"DEFB121",0,0,0
"DEFB122",0,0,0
"DEFB123",0,0,0
"DEFB124",0,0,0
"DEFB125",0,0,0
"DEFB126",0,0,1
"DEFB127",0,0,0
"DEFB128",0,0,0
"DEFB129",0,0,0
"DEFB130",0,0,0
"DEFB131",0,0,0
"DEFB132",0,0,0
"DEFB133",0,0,0
"DEFB134",0,0,0
"DEFB135",0,0,0
"DEFB136",0,0,0
"DEFB4A",0,0,0
"DEFB4B",0,0,0
"DEFT1P",0,0,0
"DEFT1P2",0,0,0
"DEGS1",11,346,492
"DEGS2",45,1185,3425
"DEK",2,105,126
"DEM1",3,22,17
"DENND1A",0,10,11
"DENND1B",3,30,32
"DENND1C",0,2,9
"DENND2A",0,0,1
"DENND2C",0,0,0
"DENND2D",2,63,159
"DENND3",0,5,10
"DENND4A",0,12,12
"DENND4B",0,17,25
"DENND4C",2,96,116
"DENND5A",0,4,5
"DENND5B",0,0,5
"DENR",6,180,281
"DEPDC1",0,33,39
"DEPDC1B",0,17,15
"DEPDC4",0,2,4
"DEPDC5",0,19,39
"DEPDC7",0,0,0
"DEPTOR",0,83,97
"DERA",4,75,132
"DERL1",2,159,232
"DERL2",1,50,83
"DERL3",0,0,0
"DES",0,0,0
"DET1",0,11,14
"DEXI",0,10,2
"DFFA",0,90,108
"DFFB",0,2,4
"DFNA5",0,1,0
"DFNB31",0,4,4
"DFNB59",0,2,9
"DGAT1",2,22,14
"DGAT2",0,10,14
"DGAT2L6",0,0,0
"DGCR10",0,0,0
"DGCR11",0,3,11
"DGCR14",0,20,52
"DGCR2",11,131,285
"DGCR5",0,1,1
"DGCR6",0,33,38
"DGCR6L",2,95,96
"DGCR8",0,5,6
"DGCR9",0,0,1
"DGKA",1,38,65
"DGKB",0,1,3
"DGKD",0,47,64
"DGKE",0,21,22
"DGKG",0,0,0
"DGKH",0,2,5
"DGKI",0,1,2
"DGKK",0,0,0
"DGKQ",0,8,3
"DGKZ",0,9,6
"DGUOK",7,223,244
"DHCR24",50,510,1400
"DHCR7",24,287,727
"DHDDS",4,52,85
"DHDH",0,0,0
"DHFR",2,61,74
"DHFRL1",1,16,14
"DHH",0,0,0
"DHODH",1,18,33
"DHPS",1,199,219
"DHRS1",1,34,54
"DHRS11",0,0,1
"DHRS12",5,64,63
"DHRS13",0,6,11
"DHRS2",0,3,1
"DHRS3",2,66,84
"DHRS4",0,16,19
"DHRS4L1",0,2,0
"DHRS4L2",0,18,34
"DHRS7",11,319,442
"DHRS7B",1,67,104
"DHRS7C",0,0,0
"DHRS9",4,6,46
"DHRSX",0,0,0
"DHTKD1",1,196,352
"DHX15",5,189,393
"DHX16",4,97,184
"DHX29",4,133,116
"DHX30",3,67,149
"DHX32",1,21,12
"DHX33",0,7,6
"DHX34",1,35,56
"DHX35",3,35,65
"DHX36",0,58,53
"DHX37",1,4,2
"DHX38",2,69,84
"DHX40",0,50,85
"DHX57",3,13,13
"DHX58",2,12,34
"DHX8",0,38,56
"DHX9",2,264,479
"DIABLO",3,170,221
"DIAPH1",4,31,37
"DIAPH2",0,1,0
"DIAPH3",0,16,15
"DICER1",0,66,75
"DICER1-AS1",0,5,6
"DIDO1",5,147,193
"DIEXF",5,78,151
"DIMT1",1,59,79
"DIO1",0,28,29
"DIO2",0,0,0
"DIO3",0,0,0
"DIO3OS",0,0,0
"DIP2A",0,21,27
"DIP2B",0,34,35
"DIP2C",0,38,40
"DIRAS1",0,1,0
"DIRAS2",0,0,1
"DIRAS3",0,1,4
"DIRC1",0,0,0
"DIRC2",0,9,10
"DIRC3",0,0,0
"DIS3",4,85,121
"DIS3L",2,70,107
"DIS3L2",0,28,39
"DISC1",0,0,0
"DISC2",0,2,0
"DISP1",0,13,18
"DISP2",0,0,2
"DIXDC1",0,27,55
"DKC1",1,115,184
"DKFZP434A062",0,0,0
"DKFZP434H168",0,0,0
"DKFZP434I0714",0,9,7
"DKFZP434K028",0,0,0
"DKFZP434L187",0,1,0
"DKFZP564C196",0,0,0
"DKFZP586I1420",0,27,27
"DKFZP686I15217",0,11,10
"DKFZp434J0226",0,0,6
"DKFZp434L192",0,0,0
"DKFZp451B082",0,0,0
"DKFZp566F0947",0,0,0
"DKFZp686D0853",0,0,0
"DKFZp686K1684",0,0,0
"DKFZp686O1327",0,0,0
"DKFZp779M0652",0,1,0
"DKK1",2,6,14
"DKK2",0,0,0
"DKK3",0,0,0
"DKK4",0,0,1
"DKKL1",0,6,7
"DLAT",4,83,153
"DLC1",0,0,0
"DLD",11,373,722
"DLEC1",0,0,0
"DLEU1",0,21,15
"DLEU2",0,4,6
"DLEU2L",0,4,3
"DLEU7",0,1,0
"DLG1",1,29,36
"DLG2",0,6,4
"DLG3",9,196,322
"DLG4",0,0,0
"DLG5",2,29,31
"DLGAP1",0,0,0
"DLGAP2",0,0,0
"DLGAP3",0,0,0
"DLGAP4",3,95,141
"DLGAP5",0,55,43
"DLK1",0,0,0
"DLK2",0,0,0
"DLL1",0,0,0
"DLL3",0,0,1
"DLL4",0,1,0
"DLST",0,3,10
"DLX1",0,0,0
"DLX2",0,0,0
"DLX3",0,0,2
"DLX4",0,0,0
"DLX5",0,0,0
"DLX6",0,0,0
"DLX6-AS1",0,2,1
"DMAP1",1,46,62
"DMBT1",0,0,1
"DMBX1",0,3,1
"DMC1",0,1,0
"DMD",0,0,0
"DMGDH",0,0,0
"DMKN",9,227,240
"DMP1",0,1,0
"DMPK",0,15,20
"DMRT1",0,0,0
"DMRT2",0,0,0
"DMRT3",0,0,0
"DMRTA1",0,0,0
"DMRTA2",0,0,0
"DMRTB1",0,0,0
"DMRTC1",0,0,0
"DMRTC1B",0,0,0
"DMRTC2",0,0,0
"DMTF1",1,48,65
"DMWD",1,11,7
"DMXL1",2,30,23
"DMXL2",0,24,40
"DNA2",0,17,23
"DNAAF1",0,2,3
"DNAAF2",1,69,78
"DNAH1",0,1,4
"DNAH10",0,3,1
"DNAH11",1,60,17
"DNAH12",0,0,3
"DNAH14",1,24,37
"DNAH17",0,1,0
"DNAH2",0,0,2
"DNAH3",0,2,9
"DNAH5",0,15,19
"DNAH6",0,1,1
"DNAH7",0,8,10
"DNAH8",0,0,1
"DNAH9",0,0,0
"DNAI1",0,3,4
"DNAI2",0,0,0
"DNAJA1",21,626,1000
"DNAJA1P5",0,0,0
"DNAJA2",4,119,175
"DNAJA3",7,246,425
"DNAJA4",1,69,86
"DNAJB1",13,308,653
"DNAJB11",3,74,92
"DNAJB12",3,134,216
"DNAJB13",0,1,0
"DNAJB14",0,37,52
"DNAJB2",1,10,7
"DNAJB3",0,0,0
"DNAJB4",0,14,26
"DNAJB5",0,2,2
"DNAJB6",21,416,737
"DNAJB7",0,1,0
"DNAJB8",0,0,0
"DNAJB8-AS1",0,0,0
"DNAJB9",6,152,223
"DNAJC1",0,26,8
"DNAJC10",12,151,292
"DNAJC11",2,78,100
"DNAJC12",0,36,46
"DNAJC13",0,29,39
"DNAJC14",2,47,106
"DNAJC15",1,56,63
"DNAJC16",0,41,49
"DNAJC17",2,80,113
"DNAJC18",0,2,7
"DNAJC19",0,140,131
"DNAJC2",4,132,121
"DNAJC21",0,31,39
"DNAJC22",1,102,154
"DNAJC24",0,9,13
"DNAJC25",0,10,3
"DNAJC25-GNG10",0,0,0
"DNAJC27",0,5,13
"DNAJC27-AS1",0,0,10
"DNAJC28",0,0,3
"DNAJC3",14,230,202
"DNAJC30",4,36,52
"DNAJC4",2,73,78
"DNAJC5",6,75,89
"DNAJC5B",0,0,0
"DNAJC5G",0,0,0
"DNAJC6",0,0,0
"DNAJC7",1,71,94
"DNAJC8",1,220,243
"DNAJC9",3,217,242
"DNAL1",1,32,33
"DNAL4",1,35,51
"DNALI1",1,26,25
"DNASE1",2,36,46
"DNASE1L1",0,12,17
"DNASE1L2",0,1,4
"DNASE1L3",0,0,0
"DNASE2",3,139,238
"DNASE2B",0,4,1
"DND1",0,11,5
"DNER",0,0,0
"DNHD1",0,7,6
"DNLZ",0,3,0
"DNM1",1,0,0
"DNM1L",5,91,127
"DNM1P35",0,0,0
"DNM1P41",0,0,2
"DNM1P46",0,0,1
"DNM2",1,46,49
"DNM3",0,4,2
"DNM3OS",0,0,0
"DNMBP",1,28,66
"DNMBP-AS1",0,4,1
"DNMT1",2,237,202
"DNMT3A",5,47,57
"DNMT3B",0,11,4
"DNMT3L",0,0,0
"DNPEP",4,162,329
"DNTT",0,0,0
"DNTTIP1",4,173,212
"DNTTIP2",2,218,274
"DOC2A",0,0,1
"DOC2B",0,0,0
"DOC2GP",0,0,0
"DOCK1",0,25,37
"DOCK10",0,3,7
"DOCK11",0,4,3
"DOCK2",1,3,0
"DOCK3",0,1,2
"DOCK4",0,1,3
"DOCK5",0,8,9
"DOCK6",1,21,38
"DOCK7",1,19,25
"DOCK8",0,6,10
"DOCK9",1,42,40
"DOHH",0,0,6
"DOK1",0,0,0
"DOK2",0,0,0
"DOK3",0,1,3
"DOK4",0,6,6
"DOK5",0,0,0
"DOK6",0,0,0
"DOK7",0,6,15
"DOLK",8,139,241
"DOLPP1",1,69,146
"DOM3Z",0,45,75
"DONSON",0,8,3
"DOPEY1",0,16,18
"DOPEY2",0,57,67
"DOT1L",0,9,12
"DPAGT1",4,271,466
"DPCD",2,55,55
"DPCR1",0,0,1
"DPEP1",0,1,0
"DPEP2",0,0,0
"DPEP3",0,0,0
"DPF1",0,1,0
"DPF2",1,136,211
"DPF3",0,1,0
"DPH1",0,22,43
"DPH2",2,65,117
"DPH3",2,32,60
"DPH3P1",0,0,1
"DPH5",2,30,40
"DPM1",3,196,238
"DPM2",3,139,128
"DPM3",2,127,92
"DPP10",0,0,0
"DPP3",3,102,221
"DPP4",0,0,0
"DPP6",0,0,0
"DPP7",10,172,309
"DPP8",7,104,159
"DPP9",0,65,110
"DPPA2",0,0,0
"DPPA3",0,0,0
"DPPA4",0,3,1
"DPPA5",0,0,0
"DPRX",0,0,0
"DPRXP4",0,0,0
"DPT",0,0,2
"DPY19L1",0,6,0
"DPY19L1P1",0,2,1
"DPY19L2",0,0,0
"DPY19L2P1",0,0,0
"DPY19L2P2",0,0,5
"DPY19L2P3",0,3,0
"DPY19L2P4",0,0,2
"DPY19L3",1,20,38
"DPY19L4",1,49,129
"DPY30",3,236,208
"DPYD",0,0,1
"DPYS",0,0,0
"DPYSL2",1,24,52
"DPYSL3",0,0,1
"DPYSL4",0,0,0
"DPYSL5",0,2,1
"DQX1",0,2,2
"DR1",2,10,22
"DRAM1",0,10,3
"DRAM2",6,78,94
"DRAP1",3,107,101
"DRD1",0,0,0
"DRD2",0,1,1
"DRD3",0,0,0
"DRD4",0,0,0
"DRD5",0,0,0
"DRG1",4,135,196
"DRG2",5,100,144
"DRGX",0,0,0
"DROSHA",0,47,57
"DRP2",0,0,0
"DSC1",0,5,5
"DSC2",7,68,115
"DSC3",0,1,1
"DSCAM",0,0,0
"DSCAM-AS1",0,0,0
"DSCAML1",0,0,0
"DSCC1",0,11,5
"DSCR10",0,0,0
"DSCR3",2,62,123
"DSCR4",0,0,0
"DSCR6",0,1,1
"DSCR8",0,0,0
"DSCR9",0,0,1
"DSE",0,8,13
"DSEL",0,2,1
"DSG1",0,0,0
"DSG2",12,112,158
"DSG3",0,3,4
"DSG4",0,0,0
"DSN1",2,70,116
"DSP",23,607,867
"DSPP",0,0,0
"DST",4,155,151
"DSTN",60,1650,2130
"DSTNP2",0,1,2
"DSTYK",0,57,84
"DTD1",1,26,37
"DTHD1",0,0,0
"DTL",0,61,102
"DTNA",2,12,7
"DTNB",0,36,59
"DTNBP1",0,15,38
"DTWD1",0,42,55
"DTWD2",0,13,18
"DTX1",0,1,0
"DTX2",4,157,319
"DTX2P1-UPK3BP1-PMS2P11",0,5,4
"DTX3",0,4,11
"DTX3L",2,28,90
"DTX4",5,47,90
"DTYMK",1,153,211
"DUOX1",1,1,3
"DUOX2",0,0,0
"DUOXA1",0,0,0
"DUOXA2",0,0,0
"DUPD1",0,0,0
"DUS1L",0,52,31
"DUS2L",1,23,40
"DUS3L",1,31,54
"DUS4L",0,20,39
"DUSP1",0,2,1
"DUSP10",4,12,29
"DUSP11",1,90,82
"DUSP12",2,69,93
"DUSP13",0,0,0
"DUSP14",1,76,145
"DUSP15",0,0,0
"DUSP16",1,14,32
"DUSP18",2,11,17
"DUSP19",0,11,5
"DUSP2",0,0,0
"DUSP21",0,0,0
"DUSP22",3,15,26
"DUSP23",7,89,139
"DUSP26",0,1,0
"DUSP27",0,0,2
"DUSP28",0,0,5
"DUSP3",4,37,78
"DUSP4",6,204,328
"DUSP5",0,6,1
"DUSP5P",0,0,0
"DUSP6",8,393,537
"DUSP7",0,2,2
"DUSP8",0,2,0
"DUSP9",0,0,0
"DUT",2,133,164
"DUX2",0,0,0
"DUX4",0,0,0
"DUX4L2",0,0,0
"DUX4L3",0,0,0
"DUX4L4",0,0,0
"DUX4L5",0,0,0
"DUX4L6",0,0,0
"DUX4L7",0,0,0
"DUXA",0,0,0
"DVL1",0,18,11
"DVL2",1,16,26
"DVL3",1,35,24
"DYDC1",0,2,1
"DYDC2",0,6,0
"DYM",0,28,38
"DYNC1H1",8,167,242
"DYNC1I1",0,0,0
"DYNC1I2",11,182,235
"DYNC1LI1",4,37,48
"DYNC1LI2",10,202,223
"DYNC2H1",0,15,6
"DYNC2LI1",2,56,64
"DYNLL1",11,568,594
"DYNLL2",0,6,3
"DYNLRB1",11,366,311
"DYNLRB2",0,7,3
"DYNLT1",14,981,1132
"DYNLT3",4,14,36
"DYRK1A",0,19,16
"DYRK1B",2,18,22
"DYRK2",0,14,9
"DYRK3",0,1,2
"DYRK4",1,20,44
"DYSF",0,0,0
"DYTN",0,0,0
"DYX1C1",0,1,0
"DYX1C1-CCPG1",0,0,0
"DZANK1",0,12,14
"DZANK1-AS1",0,0,0
"DZIP1",0,0,0
"DZIP1L",0,1,0
"DZIP3",0,15,18
"E2F1",0,5,3
"E2F2",0,7,13
"E2F3",0,40,37
"E2F4",0,44,95
"E2F5",0,6,4
"E2F6",1,26,93
"E2F7",0,7,3
"E2F8",0,22,26
"E4F1",6,152,238
"EAF1",3,17,50
"EAF2",1,16,5
"EAPP",5,199,194
"EARS2",8,70,122
"EBAG9",0,66,82
"EBF1",1,0,2
"EBF2",0,0,0
"EBF3",0,0,0
"EBF4",0,4,7
"EBI3",0,0,0
"EBLN1",0,0,0
"EBLN2",0,4,2
"EBNA1BP2",4,114,161
"EBP",8,108,210
"EBPL",0,12,8
"ECD",2,130,206
"ECE1",5,124,199
"ECE2",2,33,64
"ECEL1",0,0,0
"ECEL1P2",0,0,0
"ECH1",45,1895,2346
"ECHDC1",0,3,1
"ECHDC2",1,51,78
"ECHDC3",0,1,0
"ECHS1",14,499,739
"ECI1",1,31,23
"ECI2",0,181,232
"ECM1",0,82,65
"ECM2",0,0,0
"ECRP",0,0,0
"ECSCR",0,0,1
"ECSIT",0,44,63
"ECT2",4,120,172
"ECT2L",0,1,1
"EDA",0,0,0
"EDA2R",0,0,1
"EDAR",0,0,0
"EDARADD",1,104,195
"EDC3",3,102,174
"EDC4",1,28,41
"EDDM3A",0,0,0
"EDDM3B",0,0,0
"EDEM1",1,11,9
"EDEM2",3,45,104
"EDEM3",4,57,130
"EDF1",8,739,659
"EDIL3",0,0,0
"EDN1",2,24,16
"EDN2",0,3,15
"EDN3",0,0,0
"EDNRA",0,0,0
"EDNRB",0,0,0
"EEA1",1,57,67
"EED",1,16,38
"EEF1A1",71,2718,2610
"EEF1A2",0,0,0
"EEF1B2",7,323,409
"EEF1D",11,513,553
"EEF1DP3",0,0,0
"EEF1E1",0,22,29
"EEF1E1-MUTED",0,0,0
"EEF1G",12,698,788
"EEF2",2,227,264
"EEF2K",7,48,105
"EEFSEC",0,8,11
"EEPD1",0,0,0
"EFCAB1",0,0,0
"EFCAB10",0,0,0
"EFCAB11",0,22,22
"EFCAB2",0,39,42
"EFCAB3",0,4,2
"EFCAB4A",5,274,446
"EFCAB4B",1,4,8
"EFCAB5",0,0,1
"EFCAB6",0,3,3
"EFCAB7",0,12,9
"EFCAB9",0,0,0
"EFEMP1",1,12,34
"EFEMP2",0,2,0
"EFHA1",3,36,92
"EFHA2",0,0,0
"EFHB",0,0,0
"EFHC1",2,40,43
"EFHC2",0,0,4
"EFHD1",0,118,75
"EFHD2",0,2,4
"EFNA1",19,816,1209
"EFNA2",0,2,1
"EFNA3",0,24,49
"EFNA4",1,58,65
"EFNA5",0,6,8
"EFNB1",0,1,3
"EFNB2",3,46,50
"EFNB3",0,0,0
"EFR3A",0,53,74
"EFR3B",0,6,9
"EFS",0,7,1
"EFTUD1",0,39,65
"EFTUD2",1,88,164
"EGF",0,21,32
"EGFEM1P",0,0,0
"EGFL6",0,1,1
"EGFL7",4,47,54
"EGFL8",0,0,0
"EGFLAM",0,0,0
"EGFLAM-AS4",0,0,0
"EGFR",0,2,1
"EGLN1",3,41,39
"EGLN2",0,2,0
"EGLN3",0,137,160
"EGOT",0,2,0
"EGR1",0,0,0
"EGR2",0,0,0
"EGR3",0,1,1
"EGR4",0,0,0
"EHBP1",1,21,17
"EHBP1L1",0,1,0
"EHD1",4,90,194
"EHD2",1,14,15
"EHD3",0,0,1
"EHD4",0,8,13
"EHF",18,349,565
"EHHADH",1,40,59
"EHMT1",1,46,63
"EHMT2",1,85,143
"EI24",12,173,340
"EID1",6,482,530
"EID2",0,9,4
"EID2B",0,6,12
"EID3",0,0,0
"EIF1",11,288,308
"EIF1AD",2,63,100
"EIF1AX",8,309,315
"EIF1AY",0,0,0
"EIF1B",2,30,46
"EIF2A",1,68,79
"EIF2AK1",21,250,339
"EIF2AK2",5,180,327
"EIF2AK3",3,20,19
"EIF2AK4",0,34,31
"EIF2B1",3,151,191
"EIF2B2",4,75,84
"EIF2B3",3,63,87
"EIF2B4",8,186,353
"EIF2B5",2,132,214
"EIF2C1",0,13,25
"EIF2C2",0,13,2
"EIF2C3",0,12,5
